Name;Department;Age;Experience;Attentiveness;Technical Literacy;Stress Resistance;Instruction Following;Learnability;Social Engineering Awareness;Reporting Culture;Authority Respect;Workload;Risk Aversion
Alex_1;Development;45;16;0.3047319168542577;0.7251288587874088;0.07203515721710052;0.6881966645515686;0.5616521687310566;0.6682621349111895;0.8592748395033206;0.7959646179160411;0.3511160045213243;0.6406223799503687
Carol_4;Development;28;0;0.34793617434832247;0.1651404085083923;0.8741868395147114;0.8343229869286615;0.45404403953602956;0.9028393896692805;0.04467687166628265;0.27054627744706694;0.5299373813029125;0.819504323854094
Piter_12;Development;46;9;0.3581859105484301;0.012869857752588199;0.6095687220689742;0.9861846818341956;0.3640898723787144;0.21263584053725204;0.5262316532248142;0.6988620487824911;0.8893807832824712;0.9153986927051373
Carol_13;Development;49;18;0.8276174438635912;0.4091549981046404;0.8850151042159972;0.9303011966661071;0.15952966956060932;0.3603204262996399;0.954082338839636;0.5306266285648394;0.04086541032426694;0.7495851462877053
Mary_15;Development;35;7;0.43266777090093855;0.9335665709249177;0.7834722643641138;0.17109311469280963;0.367061584382256;0.4587332522080585;0.6561951410371967;0.19934535503968787;0.7426193903364223;0.11688861117805083
Carol_16;Development;58;14;0.6808826964157018;0.6128963825740082;0.25978052926277506;0.4237180162914743;0.32522433951289875;0.5076046594997894;0.5581504535956319;0.06893773731951724;0.49464506781981843;0.1261543449366631
Bob_20;Development;28;13;0.9247505922744874;0.624661277254473;0.9278881607922057;0.1843219211273398;0.3076665186439539;0.17905968313858744;0.7387560681466665;0.5000596488267331;0.21167318168438698;0.32485401147960347
Trent_29;Development;40;14;0.05747144892822864;0.38982657458897074;0.2842367152091283;0.9128277317483572;0.675857768451562;0.5283342304388238;0.2749189669578731;0.5381266134482942;0.8909451193423976;0.6484031086771747
Mary_31;Development;27;18;0.5802372065939052;0.430658087070655;0.32791159120371227;0.17798115774343815;0.1661575633183584;0.26549694498674614;0.17645652673817724;0.18902416864688942;0.34075060957255066;0.3586518135068423
Vladi_34;Development;58;0;0.24084503417803216;0.9670122720578761;0.15221283826971987;0.8409335614819734;0.20471575834546385;0.8590199487871849;0.6683881519721918;0.5505696559215084;0.4304622076178277;0.6980895840741953
Mary_35;Development;46;10;0.8729794927662017;0.6433585814861105;0.8488064061028913;0.47565313821329946;0.3323454397329185;0.5923864544259565;0.41285667438075946;0.22073656573305667;0.011459611393557445;0.44431465691964267
Alice_36;Development;35;17;0.9948379601590156;0.5286198945987512;0.01668630982667252;0.9657878095208832;0.8560256301004099;0.8496321617536466;0.009143708078500068;0.17704486083907045;0.0410025755723592;0.45105107615292417
Trent_38;Development;59;13;0.8268832008486274;0.29223662806391293;0.36012892015915343;0.7496390373606074;0.8569531556216446;0.2900687310977168;0.2160201793121006;0.5182502336073358;0.24074501522792746;0.9022484119450934
Alice_39;Development;52;13;0.7368025742555802;0.5815881251946742;0.9651175635969657;0.1339517155747746;0.6492866461686863;0.7334780020532379;0.16700436734457247;0.8530619520080319;0.47294878981071187;0.06942019614971906
Mary_42;Development;23;8;0.33072887831487097;0.03830031350081453;0.18859042320920927;0.5937802606507873;0.09067951222623838;0.15635235906298162;0.9382952892136129;0.4738478897111351;0.9983438456745563;0.3631177426144093
Piter_43;Development;29;5;0.18762731754618245;0.3761148524173;0.2353249272672564;0.6197846474554176;0.19919716545825084;0.44848915905846043;0.8676644408784523;0.5666353399988968;0.7773634960548687;0.7270463916237391
Vladi_45;Development;37;3;0.7148045678864486;0.7446298542955195;0.5075832887662685;0.8039170852411982;0.915488942699678;0.697259058794464;0.236220983066334;0.2206823052565623;0.7636618995814021;0.9631406569036007
Eve_48;Development;48;17;0.1629433509804109;0.43461952398922843;0.05402489228343599;0.8162823600657534;0.7558971148190818;0.32784243459960105;0.8843693954563179;0.4899804618191622;0.23031888912942422;0.20632350535906263
Bob_50;Development;52;14;0.418694288458751;0.42269179212297836;0.5417711472826838;0.2240155531368686;0.9308731047684654;0.26723946960564315;0.47259703344610904;0.5671094102387803;0.3972665045349718;0.36375811726778984
Alice_53;Development;30;17;0.6530424199054826;0.5439782887703092;0.03543928403376906;0.5344680259052165;0.40811444070178793;0.7323045297426194;0.4166717825686258;0.13174778960578737;0.9386331304589078;0.8339781493057569
Piter_54;Development;45;20;0.8648328498291569;0.22275212733741667;0.9983413529193707;0.9651532586264197;0.962359337341568;0.6054006092680853;0.09203148682064899;0.7347445548666153;0.34051566656043464;0.0070930081624568375
Alice_59;Development;56;2;0.2650628282435854;0.2881764831192253;0.8418629508826059;0.2009110549795754;0.5135380487714637;0.40716820485636873;0.7684971177184543;0.510951748537349;0.7952557870188494;0.9653628314083792
Carol_60;Development;46;12;0.5391301398761255;0.9435595469034581;0.780584344178943;0.9893928434015735;0.6511205733739477;0.7210823537679527;0.850284566336118;0.3057792321438976;0.6387630776978775;0.11491564478988214
Mary_69;Development;23;18;0.07857925556288714;0.4610273822842772;0.8817815454249212;0.2420952420912763;0.39874059657525673;0.6540554416234693;0.0880751511247041;0.48167375612783025;0.775367531994985;0.37663923716660996
Alice_73;Development;29;11;0.32902125298871165;0.4985933047463218;0.6234085264726891;0.9628204767218577;0.9046347397026728;0.9812916977166307;0.6161816375575558;0.8736390197838431;0.8119475723115761;0.8868799538202276
Charlie_77;Development;39;19;0.6320675511649475;0.413812447417071;0.4767380592735764;0.9290789396106345;0.7801765219504441;0.005918901767718365;0.7856577029815709;0.9841617163088745;0.3757682973897213;0.5017016964790719
Alice_78;Development;42;9;0.17233241939994715;0.03164115213432295;0.5510485871635937;0.6311221723056711;0.5966906919616287;0.125358858605362;0.9387136966458468;0.5341588891557607;0.4823764664905478;0.8525041972540898
Vladi_79;Development;24;13;0.3470748693042973;0.7675619800585796;0.9676184087655645;0.6688171863255769;0.6652255244421827;0.5282800532409427;0.37534761395077354;0.4635998616614735;0.9001088887605461;0.3493222972345791
Bob_82;Development;57;14;0.9662231724480115;0.21226731260572518;0.29593139754834774;0.43807723407120214;0.8447223177878304;0.513995512199517;0.2887356212341412;0.2697857607287234;0.8373511044601666;0.26566033580923676
Alice_83;Development;23;15;0.7252687147133443;0.9272359472977627;0.44992267795538265;0.6725294982250914;0.8212045422314936;0.5933806106641215;0.1393655517238137;0.3509490200047155;0.09769649582956719;0.9008482689959459
Bob_90;Development;28;16;0.925452953428518;0.7724905370324183;0.217931316246869;0.8281730734614715;0.10673285072496197;0.7872191973086368;0.10565450224209005;0.9135423693128465;0.6438741148893298;0.9807757897112275
Eve_92;Development;48;7;0.8979205120015458;0.43285083245644373;0.3478362835332217;0.729323949362864;0.42897835289347674;0.5873890474677326;0.6247622267068529;0.8157012041949174;0.7275719549717694;0.8886083918163372
Trent_98;Development;38;5;0.6909922597310719;0.3079765220269496;0.4419382517910885;0.05771234404199954;0.07881596464108509;0.6198030795568427;0.8727794218424305;0.2412286863117502;0.45663143276497675;0.3884328854072284
Bob_99;Development;37;0;0.34920101380148316;0.20352518066834424;0.4086335013608603;0.5283198021140035;0.358591924484677;0.6650120948095546;0.6607496161510069;0.6066288353389315;0.8610878830126338;0.2084866896698142
Trent_0;Accounting;27;15;0.21850544449037723;0.36404734525653126;0.028193871570033613;0.2073225950794677;0.44654707842055896;0.5062275502774914;0.5104610967274804;0.44844094897782216;0.7391360559168906;0.4323464845028858
Mary_3;Accounting;24;15;0.552795420158245;0.4595300174283421;0.46093510485650957;0.7301029111295617;0.6048910396037451;0.9471293946922996;0.7641558472318892;0.8390249971819688;0.4769356030020674;0.3014276646598303
Mary_17;Accounting;59;4;0.19813341374010274;0.996849790025929;0.3238637218123558;0.41518710287683835;0.7931636840672528;0.9515395933888916;0.1421133909840221;0.6786670784270015;0.7951060377172164;0.22603130587332199
Trent_22;Accounting;28;15;0.1776107453179201;0.8311328829450851;0.1607665767977755;0.7782890062835812;0.6048118420501887;0.43670124841456226;0.641583929838593;0.8430746931437277;0.6197581923133706;0.5962163897703813
Trent_28;Accounting;22;3;0.781471899256055;0.33240415578677396;0.32032168205889244;0.9647087627796661;0.9552648483378152;0.13654421200988553;0.7270696877623211;0.797130449482599;0.8809918371267511;0.9197386688188598
Alice_40;Accounting;35;1;0.43834962254127374;0.25978507931707084;0.7354712693278321;0.9880462393548193;0.4086722506700121;0.008428937338302855;0.715538007609634;0.8936200047576099;0.26355727884482427;0.6545016464057786
Alex_49;Accounting;40;20;0.6659864944717231;0.4744954973253147;0.6515027258836765;0.8815764463146346;0.018582789308582925;0.18774781635973703;0.06448658532517759;0.12209457780645161;0.16438107631244214;0.3274223556247401
David_56;Accounting;43;2;0.44980593218689124;0.7428377103452812;0.40708608932044277;0.09127432034529315;0.7653603911580202;0.9971914291643315;0.2481618856920853;0.3894738493063956;0.31009480045631044;0.27119073587770726
Carol_61;Accounting;53;15;0.022113039967224246;0.3950747878227433;0.854306466946684;0.08031407583256389;0.4891350328319981;0.425133305810799;0.8379547079979219;0.6173893188470722;0.5848109486991319;0.9784167890190956
Vladi_62;Accounting;37;18;0.07452545860675974;0.900382966907016;0.47481772000017575;0.9872416924025563;0.22710784118996552;0.22025274668541972;0.6436965192107487;0.46212387626717777;0.2642639818700251;0.8228171255535884
David_63;Accounting;32;11;0.7339622333642989;0.32981432547399836;0.5540120175352479;0.18598903786107646;0.931067164733885;0.12615038090837982;0.2927332969673062;0.22311884793315562;0.27246674757767997;0.05054942780233318
Alex_70;Accounting;54;3;0.10846033519939069;0.7921733887608908;0.4713510415685077;0.6583261057562838;0.9117652692711301;0.15839746730148185;0.26769302647047455;0.7146200631289921;0.3877268842795327;0.698801441750271
Trent_71;Accounting;33;3;0.6839837293025014;0.8331659483213466;0.45165817177401113;0.8273382926930183;0.589002367044912;0.814871892684979;0.3650097346316308;0.5806853783365067;0.02836453248559878;0.2696488486618611
Charlie_72;Accounting;37;15;0.9497483241222622;0.5081679329307078;0.020427977528158836;0.09538112163061263;0.7656555905275991;0.6299130994928432;0.39042463612067846;0.6873229618690697;0.48955812117672526;0.9130906463976584
Trent_75;Accounting;44;2;0.5653082038589348;0.6111944477403749;0.6479206109802377;0.7589221276919633;0.7566301828682561;0.19307818006872346;0.22003324148293013;0.06503004052432726;0.39574662026394325;0.1333583746506869
David_76;Accounting;55;19;0.11284448606453934;0.23936183323955296;0.9691698650470112;0.41886816855278275;0.4036093253148798;0.8313863116917213;0.6203553892775584;0.0047797827606417265;0.06757089210001832;0.4844038406272939
Charlie_81;Accounting;31;12;0.2536003685273358;0.5118819859662469;0.3402591103851259;0.24421467534359975;0.17459993046446898;0.8228563076430402;0.2067156208534625;0.8378150591264695;0.6568484509207104;0.608819073007175
David_86;Accounting;30;20;0.8688903378260394;0.9559475215057354;0.9070904448768392;0.7061632589499467;0.9345232436727693;0.6934697594948355;0.4556319004320839;0.6094300116848334;0.19698900410417042;0.6338497148600959
Alex_87;Accounting;45;11;0.29190751936355774;0.9756327923089828;0.4682148538663381;0.7933171450300839;0.6536851971665453;0.6706400839630456;0.9458232462234594;0.2660526291428683;0.9624607475111957;0.37294161994888275
Vladi_88;Accounting;53;12;0.687208863580564;0.979692480034505;0.5211005818806898;0.019201873241953993;0.041579926032104475;0.2988533240772854;0.6756949472168393;0.6419762996096718;0.7995981638710729;0.4057881334813537
Bob_89;Accounting;38;2;0.8977322033673947;0.8114517108264306;0.0650010929682111;0.9550674252193248;0.2438941747019907;0.6110263219559224;0.8102198407737615;0.5968009482173481;0.8398205117773409;0.64181996385557
Alex_95;Accounting;25;13;0.2505939421854111;0.49139079980258615;0.8918469490426923;0.39386382469126646;0.656924450217996;0.8716053929269786;0.4051564350351573;0.714272768133477;0.6160181571846701;0.5559367708436771
David_2;HR;33;17;0.2206226536938325;0.2801943300302565;0.45436752735315056;0.838471223962435;0.7877154251978458;0.14388485197476752;0.33899549916957017;0.679806370743878;0.519496774643086;0.6864357126450177
Charlie_5;HR;40;17;0.20596186145438888;0.06356618463755814;0.3631907290268459;0.6951648021555039;0.4032009271423621;0.6247905857365494;0.3419241748675328;0.27291729229523864;0.10460347815650883;0.9126443306419625
Mallory_9;HR;37;8;0.9404672472755184;0.8941967402113736;0.4463658945649285;0.5083798809646636;0.9357447219397413;0.5129908376513296;0.11806809463996137;0.2823736668261575;0.8462143428922092;0.5619425817272321
Piter_11;HR;60;19;0.795420793837726;0.7874071339301714;0.1521899295251029;0.7952332845654748;0.5287907322437599;0.7382062415346136;0.9862746764101082;0.5113613581746819;0.05675242533973779;0.35842653773571553
Carol_18;HR;58;13;0.8634180315166711;0.038817931710693476;0.9782997220175338;0.342090039050831;0.11849401504563417;0.6178548464225437;0.1537880277843331;0.05957955556630923;0.4714473993737396;0.33865534146458676
Piter_19;HR;60;6;0.19420251786236198;0.4111032056906936;0.9938707662468426;0.8174037613400531;0.10164957652476503;0.834082261426991;0.06409931213519471;0.19609674188909754;0.36942052184771446;0.20935025979344135
Mallory_24;HR;24;14;0.3140690412945556;0.3439757196608536;0.40405284216611737;0.5468902753447489;0.9885435726883938;0.316984680034747;0.5518646281604125;0.12263218994513114;0.7723784598051566;0.9146585931285327
Bob_30;HR;56;20;0.36202910761826834;0.3198817152040475;0.7896454434002184;0.15474030183806553;0.6403920345803532;0.2179729872889936;0.3863811552984011;0.18386120969635544;0.39782176342403;0.4734335244755522
Alex_32;HR;47;4;0.7395120154520545;0.2028666178263785;0.4005508938631588;0.38243018689885266;0.9859196056371633;0.39297755179848803;0.8605226584722698;0.3792616490803311;0.2804609254869287;0.29915550993674433
Trent_44;HR;33;7;0.6522455681167655;0.3280263694023945;0.6596632783880404;0.0460443682667685;0.027927373394640576;0.7490584731165443;0.5697430675809728;0.31738350198825194;0.6953445192575011;0.685300557521531
David_46;HR;43;7;0.8109381728325693;0.6871056061924761;0.43325110734080174;0.5469330760902443;0.5404200811815759;0.08391134941787015;0.7590172038914962;0.728505027680542;0.9771296638864632;0.5565024615092022
Eve_47;HR;50;11;0.37145018901803417;0.9781213405593497;0.5290853168450999;0.7771490182827145;0.31465651893542423;0.38481264765615075;0.0514322056033254;0.8748875575468532;0.01630292458590543;0.5778378667607437
Charlie_57;HR;23;10;0.5097094527409551;0.3472682840148884;0.11055032212624294;0.30848795070139745;0.5356279723294828;0.04224073952652985;0.7484119969030164;0.5188994062118188;0.25439577495047805;0.8561815813119095
Bob_64;HR;37;0;0.5138405178541597;0.8726497075115061;0.7835953349475242;0.06378868190044396;0.8557842087640555;0.16178314330046129;0.9567280450134322;0.22679463820440682;0.951958564913444;0.8131079725039371
Alice_65;HR;48;12;0.2671643417889127;0.4196710795181948;0.11162644314362524;0.7823135719306986;0.17427651625912266;0.2231578086309166;0.14552004747348635;0.19697643924351238;0.8600591670318944;0.2857166851642775
Trent_67;HR;44;8;0.8586417667786101;0.2058863194206214;0.31535351964933944;0.10180590856029914;0.4189678037341359;0.6540829585663014;0.8635956711976244;0.3720320749965985;0.21990512134419038;0.7474799521445035
Vladi_68;HR;50;5;0.32895564572716063;0.15330015210013548;0.2978297350719392;0.7257393388269485;0.24746857196345928;0.9510412423871667;0.7466666686974437;0.24901441349018616;0.4075796567504655;0.02568529838255862
Alice_74;HR;48;6;0.6172920783464705;0.1572888352378371;0.156003570637668;0.6113162162460885;0.19455026824505894;0.7963825496401817;0.8633062278303355;0.22321851654644453;0.06515534001725942;0.3005705312573229
Charlie_97;HR;47;18;0.2986993354641426;0.7824308930114166;0.9490151511754645;0.43995974304586594;0.18432635971024658;0.6325298676266677;0.22937458240821607;0.16808043669175787;0.9376162236696589;0.1768199284217542
Mallory_6;Marketing;45;11;0.5216184333194391;0.5924560211339271;0.043356461787834366;0.8325159817743524;0.7502459129601732;0.22460373516262133;0.6294485731035582;0.7426261652455617;0.3179905586683809;0.9198995530205055
Mary_7;Marketing;51;7;0.49742639106980224;0.27354533954662086;0.39540734031312996;0.5106459019469428;0.5561038493199629;0.14598467171337282;0.5203922506371965;0.270818834855891;0.65748129916527;0.5075719999772856
Eve_8;Marketing;59;15;0.73151672535873;0.41446654820683027;0.17561598916738563;0.12841804523792255;0.4914931637559027;0.690079542068743;0.6822607879153629;0.12110715458829979;0.8225961176575239;0.495429242957128
Trent_10;Marketing;46;9;0.7000437378907374;0.10050827564469977;0.06977397635919458;0.8298274278505279;0.4167567247588413;0.16557372473995224;0.1266355474722266;0.6723747732406579;0.5665587460775717;0.6209920467836741
Vladi_14;Marketing;29;13;0.8453813809521095;0.33432216640175616;0.15083192699775017;0.35231126957776826;0.9595627605258116;0.2442916454255023;0.817962393369164;0.38020400238128493;0.45498554559945703;0.8981583542341162
Bob_21;Marketing;59;8;0.9428090376271382;0.18942556795226184;0.40492471214064163;0.6267779677767945;0.22687380772031873;0.28608212491274765;0.44429230321107194;0.5087524679459793;0.6998376010044511;0.6626436798352974
Alex_23;Marketing;24;2;0.06501772813041018;0.44968762550411967;0.08530613881748061;0.9346583216360722;0.6666096037156265;0.5440730606927277;0.3151543528175572;0.35948388973246304;0.8511046906410972;0.7997966315496198
Bob_25;Marketing;59;20;0.22911040987362252;0.5095237822872422;0.20046306833123773;0.19014952590009404;0.9055089599942724;0.6420656338296945;0.6116228777965383;0.8876088961962332;0.3382935473433507;0.47842482089611416
Mary_26;Marketing;34;19;0.540106707237308;0.9373802609614524;0.1067079129379418;0.9062151402502243;0.18941157357749394;0.6562791662673265;0.35280252795200107;0.634344856904759;0.5518141487593833;0.4289301954127702
Alice_27;Marketing;39;13;0.8656871395510214;0.32424116357417765;0.35502093221540076;0.36371381010484294;0.7568780947598974;0.3546490588849015;0.735631051101451;0.17458576215060506;0.0065752586160572335;0.9608933629755207
Trent_33;Marketing;37;14;0.5551958702538227;0.9128973269933333;0.07439527502608101;0.8539430895287541;0.30658018026998846;0.11615707150292864;0.8642708679063218;0.7367775770197529;0.8261942729374052;0.8592859425722835
Mallory_37;Marketing;36;20;0.27236046575128847;0.1696978335249949;0.2639263411062326;0.3789769949494126;0.982679816270336;0.9643323734653625;0.15565794622581663;0.7995913720806593;0.9768635204056593;0.6524872467800946
Alex_41;Marketing;24;0;0.41912662596363104;0.8918765751724648;0.8795037012255601;0.971697265529519;0.3352417570856635;0.5723330008457805;0.2011547881226623;0.08266732040002589;0.16314647153730688;0.579451859183593
Mallory_51;Marketing;50;2;0.9489653070560857;0.8416197695927783;0.39180450038710146;0.5077954602669832;0.020227646867801097;0.17745163776819328;0.9768282847098234;0.8938789064787832;0.42186543750494576;0.9797300674997558
Mary_52;Marketing;33;8;0.34705892190090637;0.6951362059508851;0.6116291339936152;0.518115888961008;0.43048312216309437;0.853536795397766;0.051225940543362714;0.733473542907355;0.005492515706697398;0.024784737643143373
Charlie_55;Marketing;55;12;0.08509114844943644;0.8301546571594769;0.5635314058314843;0.2824501599983641;0.8115520794561114;0.6018346149989174;0.3786029825485242;0.5639065831399195;0.4895776730799991;0.5113665973358806
Vladi_58;Marketing;47;10;0.6789026149148767;0.04111122772349696;0.5246963127784189;0.9112771160275939;0.11751327997579375;0.0823802601949617;0.2867425563171855;0.42843290571952597;0.7246989628066169;0.4997009578671966
Bob_66;Marketing;52;1;0.6532412415127122;0.13629094569685873;0.7540555117562975;0.5577370948199525;0.8020032792921304;0.8649011391209963;0.40679319830256966;0.4748238912966718;0.9498198371281733;0.4611562980883882
Mary_80;Marketing;35;17;0.2913533693342665;0.3151756760264388;0.9338132595474559;0.10678404851394252;0.03864964101091273;0.3367654251233566;0.08372013240615683;0.45533109252565696;0.42262562745313226;0.08190217271633071
Charlie_84;Marketing;35;5;0.6033472624360107;0.13404549890173;0.5810958572814812;0.8298534102408394;0.3425105987191599;0.12564609766276313;0.5931585879579379;0.5467982301384369;0.40698587952967535;0.828398811721737
Charlie_85;Marketing;55;3;0.15149099330947102;0.8996970316873962;0.7697618381061784;0.3245436273640333;0.7211495294981118;0.7229070307538662;0.6559557861044838;0.010279721495923266;0.47272440852492603;0.07495099654162407
Alice_91;Marketing;41;10;0.6639060679657193;0.32104264526085247;0.8574524465754118;0.6178993650103174;0.02699187477356435;0.5262158008975678;0.439984587414735;0.9822341459828398;0.3889395295673981;0.66035679166855
Mary_93;Marketing;42;9;0.3442102816765248;0.29310346450982505;0.276136843735144;0.8935575190633925;0.9374124526530261;0.42593712070270373;0.687443691544313;0.22212591741761134;0.07091109423989694;0.48050768461566207
Trent_94;Marketing;48;9;0.6876111074272486;0.6479362593031157;0.038474148785842543;0.18859116533279585;0.5606499034109311;0.679665013853496;0.9944719018341537;0.11790899268059829;0.791593807935027;0.7989918686790997
Charlie_96;Marketing;31;19;0.8507823724497219;0.033668940560555916;0.006046783275579726;0.5726760083724891;0.6730626925289955;0.34026520508307034;0.9225137507075957;0.6191186501496797;0.5635495082448015;0.6748109323613273
